"","orderId","clientId","product","sex","orderdate"
"126",24,254,"b","female",2012-02-04
"127",25,250,"a","female",2012-02-14
"128",25,250,"b","female",2012-02-14
"130",25,250,"b","female",2012-02-14
"131",25,250,"b","female",2012-02-14
"133",26,261,"c","female",2012-01-31
"134",26,261,"a","female",2012-01-31
"135",26,261,"c","female",2012-01-31
"136",26,261,"c","female",2012-01-31
"137",26,261,"a","female",2012-01-31
"138",26,261,"b","female",2012-01-31
"139",26,261,"b","female",2012-01-31
"140",26,261,"a","female",2012-01-31
"141",26,261,"a","female",2012-01-31
"142",26,261,"a","female",2012-01-31
"143",27,279,"b","female",2012-01-25
"144",27,279,"a","female",2012-01-25
"145",27,279,"a","female",2012-01-25
"147",28,159,"b","female",2012-01-31
"148",28,159,"a","female",2012-01-31
"149",28,159,"a","female",2012-01-31
"150",28,159,"b","female",2012-01-31
"151",29,41,"c","female",2012-02-20
"153",29,41,"b","female",2012-02-20
"154",29,41,"b","female",2012-02-20
"156",30,250,"a","female",2012-03-18
"157",31,184,"a","male",2012-02-11
"158",31,184,"a","male",2012-02-11
"159",31,184,"b","male",2012-02-11
"160",32,159,"a","female",2012-02-11
"161",32,159,"b","female",2012-02-11
"162",32,159,"a","female",2012-02-11
"163",32,159,"c","female",2012-02-11
"164",32,159,"a","female",2012-02-11
"166",32,159,"b","female",2012-02-11
"167",33,25,"a","male",2012-03-06
"168",33,25,"a","male",2012-03-06
"170",33,25,"a","male",2012-03-06
"171",33,25,"b","male",2012-03-06
"172",33,25,"a","male",2012-03-06
"174",34,174,"b","female",2012-01-03
"175",34,174,"b","female",2012-01-03
"176",35,71,"c","female",2012-02-08
"177",35,71,"a","female",2012-02-08
"178",35,71,"c","female",2012-02-08
"179",35,71,"a","female",2012-02-08
"180",35,71,"c","female",2012-02-08
"181",36,275,"a","male",2012-02-10
"182",36,275,"a","male",2012-02-10
"183",36,275,"c","male",2012-02-10
"184",36,275,"b","male",2012-02-10
"185",36,275,"a","male",2012-02-10
"186",37,12,"a","male",2012-01-22
"187",37,12,"b","male",2012-01-22
"188",37,12,"b","male",2012-01-22
"189",37,12,"a","male",2012-01-22
"190",37,12,"a","male",2012-01-22
"192",37,12,"a","male",2012-01-22
"193",38,299,"a","female",2012-03-29
"194",38,299,"a","female",2012-03-29
"195",38,299,"a","female",2012-03-29
"197",38,299,"b","female",2012-03-29
"198",38,299,"b","female",2012-03-29
"199",38,299,"a","female",2012-03-29
"200",38,299,"a","female",2012-03-29
"202",39,213,"c","female",2012-02-11
"203",39,213,"b","female",2012-02-11
"204",39,213,"a","female",2012-02-11
"205",40,38,"b","male",2012-01-15
"206",40,38,"b","male",2012-01-15
"207",40,38,"a","male",2012-01-15
"208",40,38,"a","male",2012-01-15
"209",40,38,"b","male",2012-01-15
"210",40,38,"a","male",2012-01-15
"211",41,230,"c","female",2012-03-10
"212",41,230,"a","female",2012-03-10
"213",41,230,"a","female",2012-03-10
"214",41,230,"b","female",2012-03-10
"215",41,230,"a","female",2012-03-10
"216",41,230,"a","female",2012-03-10
"217",42,216,"b","male",2012-03-22
"218",42,216,"c","male",2012-03-22
"219",42,216,"c","male",2012-03-22
"221",42,216,"a","male",2012-03-22
"222",42,216,"a","male",2012-03-22
"223",43,107,"b","female",2012-01-05
"224",43,107,"a","female",2012-01-05
"226",43,107,"b","female",2012-01-05
"227",43,107,"a","female",2012-01-05
"228",44,290,"b","female",2012-02-28
"229",44,290,"c","female",2012-02-28
"230",44,290,"a","female",2012-02-28
"231",44,290,"c","female",2012-02-28
"232",44,290,"c","female",2012-02-28
"233",45,177,"a","female",2012-03-27
"234",45,177,"a","female",2012-03-27
"235",45,177,"a","female",2012-03-27
"236",45,177,"c","female",2012-03-27
"237",45,177,"a","female",2012-03-27
"238",45,177,"a","female",2012-03-27
"239",45,177,"b","female",2012-03-27
"240",46,266,"b","female",2012-01-03
"241",46,266,"a","female",2012-01-03
"242",47,32,"b","female",2012-01-07
"243",47,32,"a","female",2012-01-07
"244",47,32,"b","female",2012-01-07
"246",48,188,"b","male",2012-02-02
"247",48,188,"a","male",2012-02-02
"248",48,188,"a","male",2012-02-02
"249",48,188,"c","male",2012-02-02
"250",49,196,"a","female",2012-02-11
"251",49,196,"b","female",2012-02-11
"252",49,196,"a","female",2012-02-11
"253",49,196,"a","female",2012-02-11
"254",49,196,"a","female",2012-02-11
"255",49,196,"a","female",2012-02-11
"256",49,196,"a","female",2012-02-11
"257",50,109,"a","female",2012-01-09
"258",50,109,"a","female",2012-01-09
"259",50,109,"a","female",2012-01-09
"260",50,109,"b","female",2012-01-09
"261",50,109,"a","female",2012-01-09
"262",51,71,"a","female",2012-03-21
"263",51,71,"a","female",2012-03-21
"264",51,71,"a","female",2012-03-21
"265",52,78,"b","female",2012-02-02
"266",52,78,"b","female",2012-02-02
"267",52,78,"a","female",2012-02-02
"268",52,78,"a","female",2012-02-02
"269",52,78,"a","female",2012-02-02
"270",52,78,"c","female",2012-02-02
"271",52,78,"c","female",2012-02-02
"272",52,78,"a","female",2012-02-02
"273",52,78,"a","female",2012-02-02
"274",52,78,"a","female",2012-02-02
"275",52,78,"c","female",2012-02-02
"276",52,78,"a","female",2012-02-02
"277",52,78,"a","female",2012-02-02
"278",53,224,"a","male",2012-03-28
"279",53,224,"a","male",2012-03-28
"280",53,224,"a","male",2012-03-28
"281",53,224,"a","male",2012-03-28
"283",53,224,"a","male",2012-03-28
"284",53,224,"a","male",2012-03-28
"285",53,224,"b","male",2012-03-28
"286",54,242,"a","female",2012-03-12
"287",54,242,"b","female",2012-03-12
"288",54,242,"a","female",2012-03-12
"289",54,242,"c","female",2012-03-12
"290",54,242,"a","female",2012-03-12
"291",54,242,"b","female",2012-03-12
"292",55,265,"a","female",2012-03-24
"294",55,265,"b","female",2012-03-24
"295",55,265,"a","female",2012-03-24
"296",55,265,"a","female",2012-03-24
"297",55,265,"a","female",2012-03-24
"298",55,265,"b","female",2012-03-24
"299",55,265,"a","female",2012-03-24
"300",55,265,"a","female",2012-03-24
"302",55,265,"c","female",2012-03-24
"303",56,88,"b","male",2012-01-02
"304",57,183,"b","female",2012-02-12
"305",57,183,"a","female",2012-02-12
"306",57,183,"a","female",2012-02-12
"307",57,183,"a","female",2012-02-12
"309",58,128,"b","male",2012-03-01
"310",58,128,"a","male",2012-03-01
"311",58,128,"a","male",2012-03-01
"312",58,128,"c","male",2012-03-01
"313",58,128,"a","male",2012-03-01
"314",59,97,"a","female",2012-03-15
"317",60,23,"a","female",2012-01-02
"318",60,23,"a","female",2012-01-02
"319",60,23,"a","female",2012-01-02
"320",60,23,"b","female",2012-01-02
"321",61,164,"b","female",2012-02-21
"322",61,164,"a","female",2012-02-21
"323",61,164,"b","female",2012-02-21
"324",61,164,"a","female",2012-02-21
"325",61,164,"b","female",2012-02-21
"326",61,164,"a","female",2012-02-21
"327",61,164,"a","female",2012-02-21
"328",62,279,"b","female",2012-01-09
"329",62,279,"c","female",2012-01-09
"330",62,279,"b","female",2012-01-09
"331",62,279,"a","female",2012-01-09
"332",62,279,"b","female",2012-01-09
"333",62,279,"a","female",2012-01-09
"334",62,279,"b","female",2012-01-09
"335",63,58,"a","female",2012-01-18
"336",63,58,"b","female",2012-01-18
"338",63,58,"c","female",2012-01-18
"339",63,58,"a","female",2012-01-18
"340",63,58,"c","female",2012-01-18
"341",64,53,"a","female",2012-03-05
"342",64,53,"c","female",2012-03-05
"343",64,53,"a","female",2012-03-05
"344",65,285,"a","female",2012-03-08
"345",65,285,"a","female",2012-03-08
"347",65,285,"c","female",2012-03-08
"348",66,229,"a","male",2012-02-15
"349",66,229,"a","male",2012-02-15
"351",67,40,"c","female",2012-02-25
"352",67,40,"b","female",2012-02-25
"353",67,40,"a","female",2012-02-25
"354",67,40,"a","female",2012-02-25
"356",68,106,"a","male",2012-03-05
"357",68,106,"b","male",2012-03-05
"358",69,107,"a","female",2012-01-20
"359",69,107,"a","female",2012-01-20
"360",69,107,"a","female",2012-01-20
"361",69,107,"b","female",2012-01-20
"362",69,107,"a","female",2012-01-20
"364",70,175,"b","male",2012-01-09
"365",70,175,"a","male",2012-01-09
"366",70,175,"b","male",2012-01-09
"367",71,191,"a","female",2012-02-06
"368",71,191,"b","female",2012-02-06
"369",71,191,"a","female",2012-02-06
"370",72,7,"a","female",2012-01-26
"371",72,7,"b","female",2012-01-26
"372",72,7,"a","female",2012-01-26
"373",72,7,"b","female",2012-01-26
"374",72,7,"a","female",2012-01-26
"375",72,7,"a","female",2012-01-26
"376",72,7,"b","female",2012-01-26
"377",73,195,"b","female",2012-02-12
"378",73,195,"a","female",2012-02-12
"379",73,195,"a","female",2012-02-12
"380",73,195,"a","female",2012-02-12
"381",73,195,"b","female",2012-02-12
"382",73,195,"b","female",2012-02-12
"384",73,195,"a","female",2012-02-12
"385",74,69,"c","male",2012-03-30
"386",74,69,"a","male",2012-03-30
"387",74,69,"a","male",2012-03-30
"388",74,69,"a","male",2012-03-30
"389",74,69,"b","male",2012-03-30
"390",74,69,"a","male",2012-03-30
"391",74,69,"a","male",2012-03-30
"392",75,113,"b","female",2012-03-16
"393",75,113,"b","female",2012-03-16
"394",75,113,"b","female",2012-03-16
"395",75,113,"a","female",2012-03-16
"396",75,113,"c","female",2012-03-16
"397",75,113,"a","female",2012-03-16
"398",75,113,"c","female",2012-03-16
"399",76,1,"a","male",2012-02-14
"400",76,1,"a","male",2012-02-14
"402",77,170,"a","female",2012-01-24
"403",77,170,"c","female",2012-01-24
"404",77,170,"a","female",2012-01-24
"405",77,170,"a","female",2012-01-24
"406",77,170,"a","female",2012-01-24
"407",77,170,"c","female",2012-01-24
"409",78,16,"b","male",2012-01-28
"410",78,16,"c","male",2012-01-28
"411",78,16,"a","male",2012-01-28
"412",78,16,"c","male",2012-01-28
"413",78,16,"a","male",2012-01-28
"414",79,57,"a","male",2012-02-07
"415",79,57,"b","male",2012-02-07
"416",79,57,"c","male",2012-02-07
"419",80,53,"a","female",2012-01-03
"420",81,58,"b","female",2012-02-23
"421",81,58,"a","female",2012-02-23
"422",81,58,"a","female",2012-02-23
"423",81,58,"b","female",2012-02-23
"424",81,58,"a","female",2012-02-23
"425",81,58,"a","female",2012-02-23
"426",82,66,"a","female",2012-03-29
"427",82,66,"b","female",2012-03-29
"428",82,66,"a","female",2012-03-29
"429",82,66,"a","female",2012-03-29
"430",82,66,"a","female",2012-03-29
"431",82,66,"a","female",2012-03-29
"432",83,289,"a","female",2012-01-22
"433",83,289,"b","female",2012-01-22
"434",83,289,"a","female",2012-01-22
"435",84,86,"a","female",2012-03-04
"436",84,86,"c","female",2012-03-04
"437",84,86,"b","female",2012-03-04
"438",85,279,"a","female",2012-02-15
"439",85,279,"a","female",2012-02-15
"440",85,279,"a","female",2012-02-15
"441",85,279,"b","female",2012-02-15
"442",85,279,"a","female",2012-02-15
"444",85,279,"b","female",2012-02-15
"446",86,139,"b","female",2012-02-05
"448",87,207,"a","male",2012-01-16
"450",87,207,"a","male",2012-01-16
"451",87,207,"c","male",2012-01-16
"452",87,207,"a","male",2012-01-16
"453",88,202,"a","female",2012-02-08
"454",88,202,"b","female",2012-02-08
"455",88,202,"a","female",2012-02-08
"456",89,60,"b","female",2012-01-24
"457",89,60,"b","female",2012-01-24
"459",89,60,"b","female",2012-01-24
"460",89,60,"a","female",2012-01-24
"461",89,60,"a","female",2012-01-24
"462",90,16,"a","male",2012-02-12
"463",90,16,"a","male",2012-02-12
"464",90,16,"a","male",2012-02-12
"465",90,16,"a","male",2012-02-12
"466",90,16,"c","male",2012-02-12
"467",90,16,"a","male",2012-02-12
"468",90,16,"a","male",2012-02-12
"469",91,121,"a","female",2012-02-05
"470",91,121,"c","female",2012-02-05
"471",91,121,"c","female",2012-02-05
"472",91,121,"a","female",2012-02-05
"473",91,121,"a","female",2012-02-05
"474",92,39,"a","male",2012-03-17
"477",92,39,"c","male",2012-03-17
"478",92,39,"a","male",2012-03-17
"480",93,185,"c","female",2012-01-24
"481",93,185,"b","female",2012-01-24
"483",93,185,"c","female",2012-01-24
"484",94,261,"b","female",2012-02-12
"485",94,261,"a","female",2012-02-12
"487",94,261,"a","female",2012-02-12
"488",94,261,"b","female",2012-02-12
"489",95,251,"c","female",2012-02-03
"491",95,251,"a","female",2012-02-03
"492",95,251,"c","female",2012-02-03
"493",96,261,"a","female",2012-02-18
"494",96,261,"b","female",2012-02-18
"495",96,261,"a","female",2012-02-18
"497",97,46,"a","female",2012-01-25
"498",98,250,"a","female",2012-01-09
"499",98,250,"b","female",2012-01-09
"500",99,113,"a","female",2012-01-26
"501",99,113,"a","female",2012-01-26
"502",99,113,"a","female",2012-01-26
"503",99,113,"a","female",2012-01-26
"504",99,113,"a","female",2012-01-26
"505",99,113,"a","female",2012-01-26
"506",99,113,"b","female",2012-01-26
"508",99,113,"b","female",2012-01-26
"509",100,128,"a","male",2012-02-15
"511",100,128,"a","male",2012-02-15
"512",101,189,"b","male",2012-02-07
"513",101,189,"a","male",2012-02-07
"515",101,189,"a","male",2012-02-07
"516",101,189,"b","male",2012-02-07
"517",102,103,"a","female",2012-03-10
"518",102,103,"a","female",2012-03-10
"519",102,103,"a","female",2012-03-10
"520",102,103,"a","female",2012-03-10
"522",103,5,"b","male",2012-01-30
"523",103,5,"b","male",2012-01-30
"524",104,40,"a","female",2012-03-14
"525",104,40,"a","female",2012-03-14
"526",104,40,"a","female",2012-03-14
"527",104,40,"a","female",2012-03-14
"528",105,268,"a","female",2012-01-14
"530",105,268,"a","female",2012-01-14
"531",105,268,"a","female",2012-01-14
"532",105,268,"a","female",2012-01-14
"533",106,237,"b","female",2012-02-10
"534",107,292,"a","male",2012-01-11
"535",107,292,"c","male",2012-01-11
"536",107,292,"a","male",2012-01-11
"537",108,33,"a","female",2012-01-10
"538",108,33,"c","female",2012-01-10
"539",108,33,"b","female",2012-01-10
"541",109,261,"a","female",2012-03-10
"542",109,261,"a","female",2012-03-10
"543",109,261,"a","female",2012-03-10
"544",110,15,"a","male",2012-03-14
"545",110,15,"a","male",2012-03-14
"546",110,15,"a","male",2012-03-14
"547",110,15,"a","male",2012-03-14
"548",110,15,"a","male",2012-03-14
"549",111,165,"a","male",2012-03-09
"550",111,165,"a","male",2012-03-09
"551",111,165,"a","male",2012-03-09
"552",112,215,"b","male",2012-02-11
"553",112,215,"a","male",2012-02-11
"554",112,215,"a","male",2012-02-11
"555",112,215,"c","male",2012-02-11
"556",112,215,"a","male",2012-02-11
"558",112,215,"a","male",2012-02-11
"559",112,215,"b","male",2012-02-11
"560",112,215,"a","male",2012-02-11
"562",113,57,"b","male",2012-01-18
"563",113,57,"a","male",2012-01-18
"564",113,57,"a","male",2012-01-18
"565",114,72,"a","female",2012-03-08
"566",114,72,"c","female",2012-03-08
"567",114,72,"b","female",2012-03-08
"568",114,72,"a","female",2012-03-08
"569",114,72,"a","female",2012-03-08
"571",114,72,"a","female",2012-03-08
"572",115,38,"c","male",2012-03-12
"573",115,38,"b","male",2012-03-12
"574",115,38,"b","male",2012-03-12
"575",115,38,"a","male",2012-03-12
"576",115,38,"a","male",2012-03-12
"577",115,38,"a","male",2012-03-12
"578",115,38,"a","male",2012-03-12
"579",115,38,"b","male",2012-03-12
"580",115,38,"a","male",2012-03-12
"581",115,38,"b","male",2012-03-12
"583",116,266,"a","female",2012-02-11
"584",116,266,"a","female",2012-02-11
"585",116,266,"a","female",2012-02-11
"586",116,266,"b","female",2012-02-11
"587",116,266,"a","female",2012-02-11
"588",117,88,"c","male",2012-01-28
"589",117,88,"b","male",2012-01-28
"590",118,212,"a","female",2012-02-23
"591",118,212,"a","female",2012-02-23
"592",118,212,"a","female",2012-02-23
"593",118,212,"b","female",2012-02-23
"594",118,212,"b","female",2012-02-23
"595",118,212,"a","female",2012-02-23
"597",118,212,"a","female",2012-02-23
"598",118,212,"a","female",2012-02-23
"599",119,271,"a","female",2012-02-23
"600",119,271,"a","female",2012-02-23
"601",119,271,"a","female",2012-02-23
"602",119,271,"c","female",2012-02-23
"603",119,271,"b","female",2012-02-23
"604",119,271,"b","female",2012-02-23
"605",119,271,"a","female",2012-02-23
"606",119,271,"b","female",2012-02-23
"608",119,271,"a","female",2012-02-23
"609",119,271,"b","female",2012-02-23
"610",120,127,"a","female",2012-01-17
"611",120,127,"a","female",2012-01-17
"612",120,127,"a","female",2012-01-17
"613",121,206,"a","female",2012-02-16
"614",121,206,"b","female",2012-02-16
"615",121,206,"a","female",2012-02-16
"616",121,206,"a","female",2012-02-16
"617",122,280,"b","male",2012-02-16
"618",122,280,"a","male",2012-02-16
"619",122,280,"a","male",2012-02-16
"620",122,280,"a","male",2012-02-16
"621",122,280,"b","male",2012-02-16
"622",123,139,"a","female",2012-01-23
"623",124,124,"b","female",2012-02-10
"624",124,124,"c","female",2012-02-10
"626",124,124,"a","female",2012-02-10
"627",124,124,"b","female",2012-02-10
"628",124,124,"a","female",2012-02-10
"630",125,194,"a","female",2012-02-29
"631",125,194,"a","female",2012-02-29
"632",125,194,"b","female",2012-02-29
"633",125,194,"a","female",2012-02-29
"634",126,84,"b","male",2012-01-19
"635",126,84,"a","male",2012-01-19
"636",126,84,"a","male",2012-01-19
"637",126,84,"b","male",2012-01-19
"638",127,4,"a","female",2012-02-12
"639",127,4,"a","female",2012-02-12
"640",128,49,"b","female",2012-01-24
"641",128,49,"b","female",2012-01-24
"642",128,49,"a","female",2012-01-24
"646",128,49,"b","female",2012-01-24
"647",128,49,"a","female",2012-01-24
"648",128,49,"a","female",2012-01-24
"649",129,192,"b","female",2012-02-16
"650",129,192,"a","female",2012-02-16
"651",129,192,"c","female",2012-02-16
"652",129,192,"a","female",2012-02-16
"653",129,192,"a","female",2012-02-16
"654",129,192,"a","female",2012-02-16
"655",130,105,"a","female",2012-01-24
"656",130,105,"a","female",2012-01-24
"657",130,105,"b","female",2012-01-24
"658",130,105,"a","female",2012-01-24
"659",130,105,"b","female",2012-01-24
"660",130,105,"c","female",2012-01-24
"661",130,105,"a","female",2012-01-24
"662",131,226,"a","male",2012-01-10
"663",132,121,"a","female",2012-02-02
"664",132,121,"a","female",2012-02-02
"665",132,121,"a","female",2012-02-02
"666",132,121,"a","female",2012-02-02
"667",132,121,"a","female",2012-02-02
"668",132,121,"a","female",2012-02-02
"669",132,121,"c","female",2012-02-02
"670",133,114,"a","female",2012-01-30
"671",133,114,"c","female",2012-01-30
"672",133,114,"a","female",2012-01-30
"673",133,114,"b","female",2012-01-30
"674",133,114,"b","female",2012-01-30
"675",134,168,"a","female",2012-02-23
"676",134,168,"b","female",2012-02-23
"677",134,168,"a","female",2012-02-23
"678",135,234,"b","female",2012-01-13
"679",135,234,"a","female",2012-01-13
"680",135,234,"b","female",2012-01-13
"681",135,234,"a","female",2012-01-13
"682",136,191,"a","female",2012-03-16
"683",136,191,"b","female",2012-03-16
"684",136,191,"a","female",2012-03-16
"685",136,191,"b","female",2012-03-16
"686",136,191,"a","female",2012-03-16
"687",136,191,"b","female",2012-03-16
"688",137,107,"b","female",2012-01-26
"689",137,107,"b","female",2012-01-26
"690",137,107,"a","female",2012-01-26
"691",138,75,"b","female",2012-02-20
"693",138,75,"b","female",2012-02-20
"694",139,114,"a","female",2012-02-03
"695",139,114,"a","female",2012-02-03
"696",139,114,"b","female",2012-02-03
"697",140,49,"b","female",2012-01-07
"698",140,49,"a","female",2012-01-07
"699",140,49,"a","female",2012-01-07
"700",141,204,"a","male",2012-02-17
"701",141,204,"a","male",2012-02-17
"702",141,204,"c","male",2012-02-17
"703",141,204,"a","male",2012-02-17
"704",142,145,"b","female",2012-03-18
"705",142,145,"a","female",2012-03-18
"706",142,145,"a","female",2012-03-18
"707",142,145,"b","female",2012-03-18
"708",143,228,"a","female",2012-02-15
"709",143,228,"a","female",2012-02-15
"711",144,52,"a","male",2012-01-11
"712",144,52,"a","male",2012-01-11
"713",144,52,"c","male",2012-01-11
"714",144,52,"b","male",2012-01-11
"715",144,52,"a","male",2012-01-11
"716",144,52,"b","male",2012-01-11
"717",144,52,"b","male",2012-01-11
"718",144,52,"b","male",2012-01-11
"719",145,208,"a","female",2012-02-25
"720",145,208,"a","female",2012-02-25
"721",145,208,"b","female",2012-02-25
"722",145,208,"b","female",2012-02-25
"723",145,208,"a","female",2012-02-25
"724",145,208,"a","female",2012-02-25
"725",145,208,"c","female",2012-02-25
"726",145,208,"a","female",2012-02-25
"727",146,258,"a","female",2012-01-18
"728",146,258,"a","female",2012-01-18
"729",146,258,"b","female",2012-01-18
"730",146,258,"a","female",2012-01-18
"732",147,49,"b","female",2012-02-17
"733",147,49,"b","female",2012-02-17
"734",147,49,"b","female",2012-02-17
"735",147,49,"a","female",2012-02-17
"736",147,49,"a","female",2012-02-17
"737",147,49,"a","female",2012-02-17
"738",147,49,"a","female",2012-02-17
"739",147,49,"c","female",2012-02-17
"740",147,49,"a","female",2012-02-17
"742",148,180,"a","female",2012-01-27
"743",148,180,"a","female",2012-01-27
"744",148,180,"a","female",2012-01-27
"746",148,180,"b","female",2012-01-27
"748",149,272,"a","female",2012-03-26
"750",149,272,"b","female",2012-03-26
"751",150,68,"a","male",2012-02-26
"752",150,68,"a","male",2012-02-26
"753",150,68,"a","male",2012-02-26
"755",150,68,"a","male",2012-02-26
"756",151,194,"a","female",2012-03-15
"757",151,194,"a","female",2012-03-15
"758",151,194,"a","female",2012-03-15
"759",152,267,"a","female",2012-03-23
"760",152,267,"c","female",2012-03-23
"761",152,267,"c","female",2012-03-23
"762",152,267,"b","female",2012-03-23
"763",152,267,"a","female",2012-03-23
"766",153,123,"a","female",2012-03-28
"767",154,251,"a","female",2012-02-10
"768",154,251,"b","female",2012-02-10
"769",154,251,"c","female",2012-02-10
"771",155,105,"c","female",2012-02-21
"772",156,146,"a","female",2012-02-21
"773",156,146,"c","female",2012-02-21
"774",156,146,"c","female",2012-02-21
"775",156,146,"b","female",2012-02-21
"776",156,146,"b","female",2012-02-21
"777",157,157,"a","female",2012-02-29
"778",157,157,"a","female",2012-02-29
"779",157,157,"a","female",2012-02-29
"781",158,201,"a","female",2012-02-28
"782",158,201,"a","female",2012-02-28
"783",158,201,"b","female",2012-02-28
"784",158,201,"c","female",2012-02-28
"786",159,284,"a","female",2012-01-24
"787",159,284,"a","female",2012-01-24
"788",159,284,"b","female",2012-01-24
"789",159,284,"a","female",2012-01-24
"790",160,211,"c","male",2012-01-24
"791",160,211,"c","male",2012-01-24
"792",160,211,"a","male",2012-01-24
"793",160,211,"b","male",2012-01-24
"794",160,211,"a","male",2012-01-24
"795",160,211,"a","male",2012-01-24
"796",161,133,"a","male",2012-02-23
"797",162,220,"c","male",2012-02-19
"799",162,220,"a","male",2012-02-19
"800",162,220,"c","male",2012-02-19
"801",163,187,"b","male",2012-01-04
"802",163,187,"a","male",2012-01-04
"803",163,187,"c","male",2012-01-04
"804",163,187,"a","male",2012-01-04
"805",163,187,"b","male",2012-01-04
"806",163,187,"a","male",2012-01-04
"807",163,187,"b","male",2012-01-04
"808",164,222,"a","male",2012-02-23
"810",164,222,"c","male",2012-02-23
"811",165,169,"a","female",2012-02-28
"812",165,169,"a","female",2012-02-28
"813",165,169,"a","female",2012-02-28
"814",166,224,"b","male",2012-02-28
"815",166,224,"a","male",2012-02-28
"816",166,224,"b","male",2012-02-28
"817",166,224,"a","male",2012-02-28
"818",166,224,"b","male",2012-02-28
"820",167,176,"b","female",2012-01-02
"821",167,176,"a","female",2012-01-02
"823",167,176,"b","female",2012-01-02
"824",167,176,"b","female",2012-01-02
"825",167,176,"a","female",2012-01-02
"826",167,176,"a","female",2012-01-02
"827",167,176,"a","female",2012-01-02
"828",167,176,"b","female",2012-01-02
"829",167,176,"b","female",2012-01-02
